generation,single-policy_found_failures,single-policy_mean_tcp_score,single-policy_mean_failure_rate,single-policy_qd_tcp_score,single-policy_qd_failure_rate,single-policy_added_to_archive,single-policy_replaced_elite,single-policy_num_valid_test_cases,single-policy_num_sim_steps,single-policy_not_confirmed_solvable,multi-policy_found_failures,multi-policy_mean_tcp_score,multi-policy_mean_failure_rate,multi-policy_qd_tcp_score,multi-policy_qd_failure_rate,multi-policy_added_to_archive,multi-policy_replaced_elite,multi-policy_num_valid_test_cases,multi-policy_num_sim_steps,multi-policy_not_confirmed_solvable
103,103,1.0,-1,538.0,-1,3,1,538,1157,29,133,0.5454312,-1,423.80005,-1,3,7,777,18632,29
104,103,1.0,-1,540.0,-1,7,1,540,1187,25,135,0.54390454,-1,425.33337,-1,7,5,782,19174,25
105,103,1.0,-1,543.0,-1,4,1,543,1114,32,134,0.542132,-1,427.20004,-1,4,7,788,18461,32
106,108,1.0,-1,544.0,-1,8,1,544,1150,22,144,0.54184586,-1,428.60004,-1,8,5,791,18474,22
107,102,1.0,-1,546.0,-1,3,2,546,1123,31,135,0.540201,-1,430.0,-1,3,7,796,18383,31
108,108,1.0,-1,548.0,-1,4,2,548,1087,31,139,0.5409357,-1,431.6667,-1,4,5,798,18294,31
109,100,1.0,-1,552.0,-1,2,2,552,1218,27,133,0.54006654,-1,433.13336,-1,2,6,802,19724,27
110,104,1.0,-1,554.0,-1,2,2,554,1061,35,133,0.53953683,-1,434.8667,-1,2,7,806,17488,35
111,115,1.0,-1,556.0,-1,5,2,556,1062,28,145,0.539769,-1,436.13336,-1,5,6,808,17509,28
112,109,1.0,-1,560.0,-1,5,3,560,1131,28,142,0.5393194,-1,438.46667,-1,5,6,813,17514,28
113,104,1.0,-1,560.0,-1,5,0,560,1175,27,141,0.53946835,-1,439.6667,-1,5,6,815,18812,27
114,110,1.0,-1,561.0,-1,0,1,561,1075,30,144,0.53920853,-1,440.53336,-1,0,5,817,17852,30
115,104,1.0,-1,562.0,-1,2,1,562,1198,22,135,0.5404325,-1,441.53336,-1,2,3,817,19630,22
116,105,0.99999994,-1,564.0,-1,2,2,564,1147,29,140,0.54026085,-1,441.93335,-1,2,3,818,17974,29
117,100,1.0,-1,566.0,-1,0,2,566,1158,30,135,0.54008955,-1,442.33334,-1,0,4,819,18631,30
118,110,1.0,-1,568.0,-1,4,1,568,1134,29,135,0.54088515,-1,444.0667,-1,4,7,821,17773,29
119,94,1.0,-1,572.0,-1,4,3,572,1153,36,131,0.54000807,-1,447.6667,-1,4,12,829,18360,36
120,118,1.0,-1,574.0,-1,5,2,574,1132,18,147,0.5405536,-1,449.20004,-1,5,6,831,18741,18
121,100,1.0,-1,575.0,-1,4,0,575,1210,26,126,0.54124707,-1,451.40005,-1,4,4,834,18858,26
122,95,1.0,-1,578.0,-1,6,2,578,1222,30,132,0.53985685,-1,452.40002,-1,6,5,838,19392,30
123,96,1.0,-1,580.0,-1,4,2,580,1204,27,139,0.53910637,-1,454.46667,-1,4,4,843,18838,27
124,102,1.0,-1,582.0,-1,1,1,582,1171,28,132,0.5390996,-1,455.00003,-1,1,4,844,18772,28
125,94,1.0,-1,584.0,-1,2,2,584,1235,30,124,0.5407584,-1,456.40002,-1,2,7,844,19452,30
126,101,1.0,-1,588.0,-1,5,3,588,1072,37,130,0.54205984,-1,459.66672,-1,5,5,848,16947,37
127,99,1.0,-1,591.0,-1,1,3,591,1161,37,140,0.5407669,-1,460.73337,-1,1,6,852,17593,37
128,113,1.0,-1,594.0,-1,2,3,594,1042,30,146,0.54112154,-1,463.20004,-1,2,10,856,17222,30
129,101,1.0,-1,597.0,-1,3,2,597,1129,38,129,0.5418903,-1,464.40002,-1,3,3,857,18047,38
130,113,1.0,-1,600.0,-1,4,2,600,1125,24,143,0.543345,-1,466.73334,-1,4,9,859,18349,24
131,96,1.0,-1,601.0,-1,2,0,601,1170,35,130,0.54285717,-1,467.40002,-1,2,4,861,18460,35
132,106,1.0,-1,604.0,-1,3,2,604,1097,28,134,0.54353034,-1,469.0667,-1,3,5,863,18111,28
133,117,1.0,-1,607.0,-1,3,3,607,1105,25,146,0.54386777,-1,471.5334,-1,3,8,867,18368,25
134,100,1.0,-1,610.0,-1,3,3,610,1213,24,149,0.54248667,-1,474.13336,-1,3,10,874,19440,24
135,106,1.0,-1,612.0,-1,2,2,612,1171,25,143,0.544,-1,476.00003,-1,2,5,875,18885,25
136,110,1.0,-1,613.0,-1,2,1,613,1166,18,144,0.54445714,-1,476.40002,-1,2,5,875,19082,18
137,102,1.0,-1,615.0,-1,3,2,615,1207,27,136,0.54503995,-1,478.00003,-1,3,4,877,19106,27
138,103,1.0,-1,616.0,-1,2,1,616,1138,33,132,0.54502666,-1,478.5334,-1,2,4,878,18048,33
139,87,1.0,-1,619.0,-1,2,3,619,1263,31,129,0.5456679,-1,480.73337,-1,2,9,881,19547,31
140,110,1.0,-1,622.0,-1,3,2,622,1099,26,140,0.5459419,-1,482.0667,-1,3,4,883,18035,26
141,96,1.0,-1,622.0,-1,3,0,622,1159,33,127,0.5440812,-1,482.60004,-1,3,6,887,18729,33
142,104,1.0,-1,624.0,-1,5,2,624,1105,34,129,0.5447576,-1,483.2,-1,5,1,887,18145,34
143,99,1.0,-1,625.0,-1,3,1,625,1194,26,135,0.544282,-1,483.8667,-1,3,2,889,18873,26
144,111,1.0,-1,627.0,-1,4,1,627,1107,25,145,0.5448431,-1,486.0,-1,4,4,892,18044,25
145,110,1.0,-1,630.0,-1,3,2,630,1216,19,151,0.5441341,-1,487.00003,-1,3,7,895,19466,19
146,103,1.0,-1,631.0,-1,6,1,631,1160,25,136,0.5439496,-1,488.4667,-1,6,6,898,18562,25
147,98,1.0,-1,634.0,-1,2,2,634,1206,28,138,0.5433112,-1,490.0667,-1,2,6,902,19291,28
148,96,1.0,-1,635.0,-1,3,1,635,1252,24,136,0.5424042,-1,490.33337,-1,3,2,904,19866,24
149,105,1.0,-1,639.0,-1,5,3,639,1176,24,141,0.5420513,-1,493.2667,-1,5,8,910,18429,24
150,105,1.0,-1,640.0,-1,3,1,640,1211,20,149,0.5409836,-1,495.0,-1,3,6,915,19213,20
151,113,1.0,-1,641.0,-1,2,1,641,1112,20,141,0.5413392,-1,495.8667,-1,2,5,916,18672,20
152,110,0.99999994,-1,642.0,-1,3,1,642,1149,22,151,0.5400725,-1,496.8667,-1,3,6,920,18543,22
153,87,1.0,-1,644.0,-1,6,1,644,1293,26,123,0.53902704,-1,498.6,-1,6,8,925,19740,26
154,102,1.0,-1,644.0,-1,1,0,644,1165,28,138,0.53887093,-1,499.53336,-1,1,6,927,18891,28
155,104,1.0,-1,645.0,-1,3,1,645,1205,23,132,0.53979886,-1,500.93335,-1,3,5,928,20216,23
156,103,1.0,-1,646.0,-1,1,1,646,1196,26,143,0.5398567,-1,502.0667,-1,1,7,930,18663,26
157,104,1.0,-1,646.0,-1,1,0,646,1180,25,136,0.5393419,-1,502.6667,-1,1,3,932,18968,25
158,88,1.0,-1,646.0,-1,4,0,646,1144,42,129,0.5391211,-1,503.0,-1,4,4,933,17557,42
159,101,1.0,-1,648.0,-1,5,2,648,1186,23,134,0.5392514,-1,504.20004,-1,5,6,935,18967,23
160,90,1.0,-1,648.0,-1,1,0,648,1226,28,136,0.53658885,-1,505.46667,-1,1,13,942,18474,28
161,104,1.0,-1,650.0,-1,3,2,650,1135,30,137,0.53523415,-1,506.8667,-1,3,6,947,18119,30
162,94,1.0,-1,652.0,-1,1,2,652,1233,26,131,0.5358623,-1,508.53336,-1,1,7,949,19705,26
163,110,1.0,-1,655.0,-1,3,3,655,1145,25,144,0.53634775,-1,510.0667,-1,3,7,951,18723,25
164,100,0.99999994,-1,656.0,-1,3,0,656,1211,27,139,0.53598887,-1,511.33337,-1,3,4,954,18377,27
165,123,1.0,-1,657.0,-1,5,1,657,1057,27,141,0.53598326,-1,512.4,-1,5,3,956,17862,27
166,94,1.0,-1,658.0,-1,2,1,658,1235,26,142,0.53611404,-1,514.13336,-1,2,8,959,18634,26
167,106,1.0,-1,659.0,-1,3,0,659,1097,29,145,0.53610826,-1,515.2,-1,3,3,961,17444,29
168,99,1.0,-1,662.0,-1,3,2,662,1183,28,133,0.5370717,-1,517.2,-1,3,5,963,18389,28
169,112,1.0,-1,665.0,-1,2,2,665,1089,26,142,0.5375388,-1,519.80005,-1,2,6,967,17930,26
170,107,1.0,-1,667.0,-1,2,2,667,1107,27,140,0.53774107,-1,520.5334,-1,2,5,968,17244,27
171,100,1.0,-1,667.0,-1,4,0,667,1209,22,140,0.53718215,-1,521.06665,-1,4,3,970,18712,22
172,102,1.0,-1,668.0,-1,2,1,668,1218,20,144,0.53737587,-1,522.8667,-1,2,6,973,19115,20
173,107,1.0,-1,671.0,-1,3,2,671,1197,19,150,0.5373634,-1,524.46674,-1,3,8,976,18683,19
174,108,1.0,-1,672.0,-1,3,1,672,1168,21,145,0.5385929,-1,525.6667,-1,3,8,976,18697,21
175,95,1.0,-1,672.0,-1,0,0,672,1272,24,138,0.53879225,-1,526.4,-1,0,6,977,20080,24
176,96,1.0,-1,672.0,-1,2,0,672,1181,31,133,0.53905934,-1,527.2001,-1,2,6,978,18295,31
177,95,1.0,-1,674.0,-1,0,2,674,1132,40,135,0.53925776,-1,527.93335,-1,0,7,979,17824,40
178,92,1.0,-1,675.0,-1,1,1,675,1232,31,125,0.5394496,-1,529.2001,-1,1,8,981,19253,31
179,104,1.0,-1,678.0,-1,1,3,678,1194,25,144,0.54019016,-1,530.46674,-1,1,5,982,18522,25
180,91,1.0,-1,678.0,-1,3,0,678,1171,36,118,0.54019016,-1,530.46674,-1,3,0,982,19128,36
181,97,1.0,-1,680.0,-1,2,1,680,1185,36,136,0.5399729,-1,531.3334,-1,2,2,984,18570,36
182,101,1.0,-1,681.0,-1,2,1,681,1173,30,135,0.54029053,-1,533.2667,-1,2,6,987,18841,30
183,90,1.0,-1,684.0,-1,1,3,684,1203,36,129,0.54007417,-1,534.13336,-1,1,7,989,19230,36
184,110,1.0,-1,689.0,-1,2,4,689,1114,25,147,0.5410463,-1,537.80005,-1,2,8,994,17592,25
185,99,1.0,-1,690.0,-1,2,1,690,1209,28,139,0.54204357,-1,539.3334,-1,2,6,995,19292,28
186,96,1.0,-1,693.0,-1,4,3,693,1216,26,137,0.54228467,-1,541.2001,-1,4,13,998,18885,26
187,98,1.0,-1,696.0,-1,0,3,696,1132,36,130,0.5434101,-1,542.8667,-1,0,8,999,18202,36
188,109,1.0,-1,699.0,-1,3,1,699,1114,28,135,0.5443224,-1,544.8667,-1,3,2,1001,18591,28
189,108,1.0,-1,701.0,-1,1,2,701,1082,28,143,0.5456963,-1,547.3334,-1,1,9,1003,17719,28
190,98,1.0,-1,702.0,-1,1,1,702,1143,33,133,0.54634804,-1,548.5334,-1,1,3,1004,18428,33
191,112,1.0,-1,704.0,-1,2,1,704,1086,28,144,0.54736847,-1,551.2001,-1,2,10,1007,17485,28
192,106,0.99999994,-1,705.0,-1,1,1,705,1051,36,133,0.54809666,-1,551.93335,-1,1,4,1007,17231,36
193,110,1.0,-1,707.0,-1,1,2,707,1125,25,141,0.5470627,-1,552.5333,-1,1,5,1010,18559,25
194,110,1.0,-1,708.0,-1,2,1,708,1197,17,145,0.5474309,-1,554.0,-1,2,6,1012,18525,17
195,102,1.0,-1,709.0,-1,0,1,709,1165,29,142,0.5471538,-1,554.2667,-1,0,4,1013,18769,29
196,105,1.0,-1,709.0,-1,2,0,709,1190,26,140,0.5470085,-1,554.6666,-1,2,3,1014,18739,26
197,98,1.0,-1,709.0,-1,0,0,709,1201,28,135,0.54727155,-1,554.93335,-1,0,3,1014,18462,28
198,97,1.0,-1,711.0,-1,0,2,711,1258,25,140,0.5479948,-1,555.6667,-1,0,5,1014,19508,25
199,94,1.0,-1,713.0,-1,1,2,713,1219,28,134,0.54790026,-1,556.6667,-1,1,6,1016,18995,28
200,104,1.0,0.530112,714.0,378.5,3,1,714,1075,33,130,0.5481336,0.51222986,558.0,521.44995,3,4,1018,17420,33
201,99,1.0,-1,714.0,-1,1,0,714,1119,35,134,0.54790854,-1,558.8667,-1,1,8,1020,18403,35
202,88,1.0,-1,715.0,-1,2,1,715,1204,35,134,0.54915047,-1,560.1334,-1,2,6,1020,17899,35
203,105,1.0,-1,715.0,-1,0,0,715,1201,22,150,0.5488084,-1,560.3334,-1,0,3,1021,18236,22
204,103,1.0,-1,718.0,-1,1,3,718,1177,26,142,0.5496905,-1,562.3334,-1,1,5,1023,18185,26
205,83,1.0,-1,720.0,-1,1,2,720,1283,32,122,0.5508773,-1,565.2001,-1,1,10,1026,19434,32
206,97,1.0,-1,721.0,-1,2,1,721,1157,33,129,0.55060047,-1,565.4667,-1,2,2,1027,18369,33
207,98,1.0,-1,723.0,-1,2,2,723,1252,21,147,0.5506317,-1,566.60004,-1,2,4,1029,18964,21
208,102,1.0,-1,725.0,-1,2,1,725,1259,22,142,0.55064607,-1,568.2667,-1,2,6,1032,19925,22
209,109,1.0,-1,725.0,-1,2,0,725,1073,32,143,0.5505647,-1,568.73334,-1,2,3,1033,16953,32
210,105,1.0,-1,727.0,-1,0,2,727,1162,24,138,0.550677,-1,569.4,-1,0,5,1034,19081,24
211,97,1.0,-1,729.0,-1,2,2,729,1149,33,127,0.55004823,-1,570.4,-1,2,7,1037,18200,33
212,104,1.0,-1,732.0,-1,3,2,732,1195,22,144,0.55,-1,572.0,-1,3,4,1040,18898,22
213,108,1.0,-1,736.0,-1,1,4,736,1117,28,136,0.5505274,-1,574.2001,-1,1,9,1043,17810,28
214,95,1.0,-1,738.0,-1,2,2,738,1110,40,135,0.5506552,-1,574.3334,-1,2,2,1043,16491,40
215,102,1.0,-1,740.0,-1,1,2,740,1181,28,140,0.55126,-1,576.0667,-1,1,6,1045,18544,28
216,114,1.0,-1,742.0,-1,1,2,742,1099,25,144,0.54971427,-1,577.2,-1,1,8,1050,18574,25
217,113,1.0,-1,745.0,-1,3,2,745,1122,24,142,0.550364,-1,579.5333,-1,3,3,1053,18067,24
218,90,1.0,-1,745.0,-1,1,0,745,1179,36,128,0.5505377,-1,580.2667,-1,1,2,1054,18319,36
219,115,1.0,-1,746.0,-1,1,0,746,1103,21,156,0.55075765,-1,581.60004,-1,1,3,1056,17435,21
220,100,1.0,-1,746.0,-1,2,0,746,1185,29,139,0.55080426,-1,582.2001,-1,2,3,1057,18770,29
221,101,1.0,-1,747.0,-1,0,1,747,1100,33,135,0.5514178,-1,583.4,-1,0,5,1058,17477,33
222,107,1.0,-1,747.0,-1,1,0,747,1154,28,136,0.55204797,-1,584.0667,-1,1,3,1058,18369,28
223,109,1.0,-1,750.0,-1,0,3,750,1138,27,144,0.5538994,-1,587.13336,-1,0,7,1060,18360,27
224,111,1.0,-1,753.0,-1,1,3,753,1151,19,142,0.5543001,-1,588.66675,-1,1,5,1062,18412,19
225,102,1.0,-1,754.0,-1,0,1,754,1180,21,140,0.55415493,-1,589.0667,-1,0,2,1063,18173,21
226,108,1.0,-1,755.0,-1,1,0,755,1155,21,148,0.5541159,-1,590.1334,-1,1,3,1065,18709,21
