generation,1_found_failures,1_mean_tcp_score,1_mean_failure_rate,1_qd_tcp_score,1_qd_failure_rate,1_added_to_archive,1_replaced_elite,1_num_valid_test_cases,1_num_sim_steps,1_not_confirmed_solvable
410,153,0.99999994,-1,2355.0,-1,0,0,2355,909,5
411,165,1.0,-1,2356.0,-1,0,1,2356,877,2
412,159,1.0,-1,2356.0,-1,0,0,2356,879,4
413,157,1.0,-1,2357.0,-1,0,1,2357,881,4
414,165,1.0,-1,2357.0,-1,0,0,2357,849,3
415,157,1.0,-1,2357.0,-1,0,0,2357,937,2
416,152,1.0,-1,2358.0,-1,0,1,2358,960,3
417,163,1.0,-1,2359.0,-1,0,1,2359,857,3
418,168,1.0,-1,2359.0,-1,0,0,2359,797,2
419,166,1.0,-1,2360.0,-1,0,1,2360,860,3
420,169,1.0,0.5206144,2360.0,1228.65,0,0,2360,884,0
421,161,1.0,-1,2361.0,-1,1,1,2361,905,2
422,152,1.0,-1,2362.0,-1,1,0,2362,968,3
423,160,1.0,-1,2362.0,-1,0,0,2362,929,3
424,153,1.0,-1,2362.0,-1,0,0,2362,911,4
425,156,1.0,-1,2364.0,-1,1,2,2364,895,3
426,152,1.0,-1,2366.0,-1,2,0,2366,867,6
427,159,1.0,-1,2366.0,-1,0,0,2366,887,3
428,171,1.0,-1,2368.0,-1,0,2,2368,784,2
429,169,1.0,-1,2369.0,-1,0,1,2369,826,1
430,166,1.0,-1,2369.0,-1,0,0,2369,828,2
431,162,1.0,-1,2369.0,-1,0,0,2369,871,4
432,156,1.0,-1,2370.0,-1,0,1,2370,878,3
433,166,1.0,-1,2370.0,-1,1,0,2370,824,1
434,167,1.0,-1,2370.0,-1,0,0,2370,883,1
435,168,1.0,-1,2370.0,-1,0,0,2370,833,4
436,154,1.0,-1,2371.0,-1,0,1,2371,907,1
437,158,1.0,-1,2371.0,-1,0,0,2371,920,3
438,162,1.0,-1,2371.0,-1,0,0,2371,882,0
439,159,1.0,-1,2371.0,-1,0,0,2371,916,3
440,154,0.99999994,0.52073324,2373.0,1235.7,0,2,2373,901,5
441,161,1.0,-1,2374.0,-1,0,1,2374,894,1
442,161,1.0,-1,2375.0,-1,0,1,2375,870,2
443,156,1.0,-1,2376.0,-1,0,1,2376,940,0
