generation,single-policy_found_failures,single-policy_mean_tcp_score,single-policy_mean_failure_rate,single-policy_qd_tcp_score,single-policy_qd_failure_rate,single-policy_added_to_archive,single-policy_replaced_elite,single-policy_num_valid_test_cases,single-policy_num_sim_steps,single-policy_not_confirmed_solvable,multi-policy_found_failures,multi-policy_mean_tcp_score,multi-policy_mean_failure_rate,multi-policy_qd_tcp_score,multi-policy_qd_failure_rate,multi-policy_added_to_archive,multi-policy_replaced_elite,multi-policy_num_valid_test_cases,multi-policy_num_sim_steps,multi-policy_not_confirmed_solvable
136,134,1.0,-1,1799.0,-1,9,6,1799,831,28,172,0.8426848,-1,1745.2002,-1,9,16,2071,12659,28
137,129,0.99999994,-1,1809.0,-1,4,7,1809,824,33,156,0.8441555,-1,1752.4668,-1,4,16,2076,13671,33
138,129,0.99999994,-1,1813.0,-1,4,4,1813,920,19,176,0.84411347,-1,1756.6001,-1,4,13,2081,14148,19
139,129,1.0,-1,1819.0,-1,2,5,1819,789,33,164,0.84523356,-1,1761.4668,-1,2,16,2084,12951,33
140,131,1.0,-1,1826.0,-1,4,6,1826,798,35,162,0.8464019,-1,1768.1335,-1,4,22,2089,12481,35
141,129,1.0,-1,1830.0,-1,3,3,1830,841,28,167,0.84740955,-1,1771.9333,-1,3,15,2091,12791,28
142,145,0.99999994,-1,1834.0,-1,3,3,1834,767,26,169,0.84741455,-1,1775.3335,-1,3,15,2095,12796,26
143,129,1.0,-1,1845.0,-1,8,4,1845,907,22,175,0.8480532,-1,1786.0001,-1,8,15,2106,14099,22
144,136,0.99999994,-1,1854.0,-1,8,6,1854,772,29,169,0.84861964,-1,1793.1333,-1,8,14,2113,12997,29
145,136,0.99999994,-1,1859.0,-1,2,5,1859,755,31,167,0.850142,-1,1797.2002,-1,2,13,2114,12642,31
146,134,1.0,-1,1863.0,-1,2,3,1863,828,24,170,0.85063773,-1,1800.8002,-1,2,13,2117,13795,24
147,135,1.0,-1,1868.0,-1,3,4,1868,784,31,167,0.85141516,-1,1805.0001,-1,3,17,2120,12464,31
148,134,1.0,-1,1874.0,-1,2,4,1874,808,30,167,0.85204023,-1,1809.7335,-1,2,11,2124,12936,30
149,132,1.0,-1,1879.0,-1,3,3,1879,755,32,165,0.8532206,-1,1814.8002,-1,3,15,2127,12183,32
150,134,1.0,-1,1881.0,-1,4,1,1881,757,27,171,0.8533021,-1,1817.5334,-1,4,7,2130,12827,27
151,131,1.0,-1,1885.0,-1,8,2,1885,839,27,168,0.8528285,-1,1824.2002,-1,8,12,2139,13450,27
152,131,1.0,-1,1887.0,-1,1,2,1887,766,39,161,0.85274804,-1,1825.7335,-1,1,7,2141,12343,39
153,139,1.0,-1,1892.0,-1,2,4,1892,686,35,160,0.85371935,-1,1828.6669,-1,2,12,2142,12112,35
154,139,0.99999994,-1,1900.0,-1,4,7,1900,787,25,169,0.8551158,-1,1835.9336,-1,4,15,2147,13448,25
155,127,0.99999994,-1,1908.0,-1,6,5,1908,802,34,162,0.85528237,-1,1843.1335,-1,6,14,2155,12746,34
156,143,1.0,-1,1911.0,-1,3,2,1911,753,25,173,0.85536516,-1,1846.7334,-1,3,9,2159,12413,25
157,142,1.0,-1,1920.0,-1,2,8,1920,784,26,170,0.8568302,-1,1852.4668,-1,2,13,2162,12918,26
158,135,1.0,-1,1926.0,-1,4,4,1926,775,32,164,0.8566375,-1,1856.3335,-1,4,10,2167,13081,32
159,145,0.99999994,-1,1936.0,-1,2,8,1936,730,26,173,0.85865194,-1,1864.1334,-1,2,19,2171,12484,26
160,147,1.0,-1,1940.0,-1,3,2,1940,714,26,171,0.85893905,-1,1867.3335,-1,3,11,2174,12136,26
161,138,1.0,-1,1946.0,-1,1,6,1946,682,35,163,0.8592559,-1,1870.6001,-1,1,10,2177,12212,35
162,137,1.0,-1,1949.0,-1,1,2,1949,817,24,170,0.8597185,-1,1872.4669,-1,1,7,2178,13231,24
163,137,0.99999994,-1,1952.0,-1,4,3,1952,795,26,168,0.8600001,-1,1874.8002,-1,4,4,2180,13348,26
164,135,1.0,-1,1958.0,-1,2,4,1958,792,29,164,0.86068386,-1,1879.7335,-1,2,12,2184,12885,29
165,130,1.0,-1,1959.0,-1,2,1,1959,862,27,172,0.8607835,-1,1882.5336,-1,2,13,2187,13066,27
166,137,1.0,-1,1964.0,-1,3,5,1964,759,29,170,0.86097676,-1,1886.4001,-1,3,14,2191,12250,29
167,143,1.0,-1,1974.0,-1,2,9,1974,736,23,171,0.86271656,-1,1892.8002,-1,2,19,2194,12404,23
168,134,1.0,-1,1979.0,-1,3,2,1979,812,31,165,0.86348045,-1,1897.0667,-1,3,7,2197,12614,31
169,134,1.0,-1,1981.0,-1,2,2,1981,733,34,162,0.86345464,-1,1899.6002,-1,2,7,2200,12482,34
170,144,0.99999994,-1,1988.0,-1,2,5,1988,750,26,172,0.86424583,-1,1903.9335,-1,2,12,2203,12328,26
171,126,0.99999994,-1,1992.0,-1,4,3,1992,897,27,171,0.8647024,-1,1907.5334,-1,4,11,2206,13510,27
172,134,1.0,-1,1994.0,-1,1,2,1994,756,34,164,0.86479485,-1,1909.467,-1,1,12,2208,12461,34
173,136,1.0,-1,2003.0,-1,6,5,2003,739,30,168,0.86534244,-1,1916.7335,-1,6,14,2215,12131,30
174,132,1.0,-1,2006.0,-1,6,2,2006,805,29,167,0.8654055,-1,1921.2002,-1,6,10,2220,13003,29
175,140,0.99999994,-1,2011.0,-1,1,5,2011,723,32,165,0.8666968,-1,1924.9336,-1,1,11,2221,12793,32
176,128,1.0,-1,2014.0,-1,0,3,2014,856,33,164,0.8673271,-1,1926.3335,-1,0,12,2221,13730,33
177,137,1.0,-1,2018.0,-1,3,3,2018,697,37,162,0.8672064,-1,1928.667,-1,3,3,2224,11566,37
178,131,0.99999994,-1,2022.0,-1,3,3,2022,747,38,158,0.86771494,-1,1931.5334,-1,3,9,2226,12105,38
179,119,1.0,-1,2027.0,-1,4,4,2027,809,35,163,0.86705506,-1,1935.2668,-1,4,12,2232,12679,35
180,139,1.0,-1,2031.0,-1,4,1,2031,810,26,170,0.86759055,-1,1940.8,-1,4,12,2237,12766,26
181,129,1.0,-1,2040.0,-1,2,9,2040,849,33,160,0.8682731,-1,1945.8,-1,2,15,2241,13272,33
182,126,1.0,-1,2042.0,-1,1,2,2042,857,33,163,0.86928463,-1,1948.0669,-1,1,13,2241,12789,33
183,139,1.0,-1,2044.0,-1,6,1,2044,800,25,173,0.86892265,-1,1951.6002,-1,6,8,2246,12858,25
184,147,1.0,-1,2050.0,-1,4,3,2050,645,32,166,0.86897784,-1,1955.2002,-1,4,9,2250,12117,32
185,127,1.0,-1,2052.0,-1,4,0,2052,815,32,162,0.8689146,-1,1958.5334,-1,4,8,2254,13194,32
186,125,1.0,-1,2056.0,-1,2,3,2056,855,33,165,0.8693558,-1,1961.2667,-1,2,12,2256,13124,33
187,130,1.0,-1,2059.0,-1,2,1,2059,765,37,160,0.86976546,-1,1964.8002,-1,2,6,2259,12159,37
188,144,1.0,-1,2066.0,-1,3,6,2066,751,27,171,0.87109154,-1,1968.6669,-1,3,15,2260,12792,27
189,131,1.0,-1,2067.0,-1,1,0,2067,712,40,156,0.87179726,-1,1971.1335,-1,1,11,2261,12243,40
190,141,1.0,-1,2070.0,-1,2,2,2070,715,27,168,0.8727353,-1,1975.0001,-1,2,14,2263,12059,27
191,139,1.0,-1,2074.0,-1,2,3,2074,763,26,173,0.87346584,-1,1978.4001,-1,2,11,2265,12641,26
192,142,1.0,-1,2078.0,-1,1,4,2078,733,28,169,0.8738095,-1,1981.8,-1,1,11,2268,12530,28
193,136,1.0,-1,2083.0,-1,5,1,2083,814,28,170,0.8737027,-1,1986.8,-1,5,14,2274,13223,28
194,137,1.0,-1,2088.0,-1,3,3,2088,790,28,168,0.87454605,-1,1990.4668,-1,3,10,2276,13148,28
195,127,1.0,-1,2090.0,-1,3,1,2090,857,28,167,0.8746492,-1,1994.2002,-1,3,17,2280,13512,28
196,133,1.0,-1,2092.0,-1,1,2,2092,859,29,170,0.8747591,-1,1996.2002,-1,1,6,2282,13173,29
197,128,1.0,-1,2094.0,-1,0,2,2094,798,32,164,0.8751096,-1,1997.0001,-1,0,7,2282,12708,32
198,142,1.0,-1,2097.0,-1,1,2,2097,723,30,167,0.8754271,-1,1998.6001,-1,1,6,2283,12111,30
199,133,1.0,-1,2099.0,-1,0,2,2099,713,38,158,0.8760988,-1,2000.1335,-1,0,9,2283,11879,38
200,124,1.0,0.85525435,2103.0,1798.5999,4,2,2103,724,43,155,0.8765822,0.88803583,2003.867,2030.0499,4,7,2286,11827,43
201,154,1.0,-1,2108.0,-1,2,3,2108,660,29,168,0.8776225,-1,2008.0002,-1,2,8,2288,11953,29
202,130,1.0,-1,2112.0,-1,4,2,2112,788,35,159,0.8782142,-1,2012.8668,-1,4,12,2292,12534,35
203,130,1.0,-1,2117.0,-1,2,5,2117,825,30,165,0.8788197,-1,2015.1335,-1,2,9,2293,12928,30
204,132,1.0,-1,2118.0,-1,2,1,2118,767,36,162,0.87890154,-1,2016.2002,-1,2,7,2294,12359,36
205,119,1.0,-1,2118.0,-1,2,0,2118,795,42,152,0.87933743,-1,2017.2001,-1,2,6,2294,12728,42
206,133,1.0,-1,2121.0,-1,4,2,2121,764,33,165,0.87934995,-1,2019.8668,-1,4,7,2297,12695,33
207,133,1.0,-1,2122.0,-1,2,0,2122,828,31,165,0.8791305,-1,2022.0001,-1,2,5,2300,13151,31
208,139,1.0,-1,2125.0,-1,3,1,2125,779,27,164,0.87887204,-1,2025.8,-1,3,6,2305,12954,27
209,131,1.0,-1,2126.0,-1,1,0,2126,768,37,162,0.87906915,-1,2027.1334,-1,1,6,2306,12373,37
210,139,1.0,-1,2126.0,-1,1,0,2126,783,25,171,0.8791505,-1,2028.2002,-1,1,8,2307,12819,25
211,141,1.0,-1,2130.0,-1,4,2,2130,692,31,164,0.87895054,-1,2032.1335,-1,4,12,2312,11999,31
212,130,1.0,-1,2133.0,-1,4,1,2133,789,32,166,0.87878007,-1,2036.1334,-1,4,6,2317,12356,32
213,136,1.0,-1,2134.0,-1,2,1,2134,835,26,168,0.87906253,-1,2037.6669,-1,2,10,2318,13440,26
214,137,1.0,-1,2138.0,-1,1,4,2138,783,30,168,0.8797184,-1,2040.0669,-1,1,10,2319,12649,30
215,141,1.0,-1,2141.0,-1,0,3,2141,730,33,164,0.8802586,-1,2042.2001,-1,0,6,2320,12499,33
216,140,1.0,-1,2143.0,-1,1,2,2143,752,29,169,0.88059753,-1,2043.8668,-1,1,5,2321,11946,29
217,132,1.0,-1,2143.0,-1,1,0,2143,728,38,158,0.8803846,-1,2045.1334,-1,1,7,2323,12100,38
218,143,1.0,-1,2146.0,-1,0,3,2146,749,26,171,0.8809873,-1,2046.5334,-1,0,12,2323,12316,26
