generation,1_found_failures,1_mean_tcp_score,1_mean_failure_rate,1_qd_tcp_score,1_qd_failure_rate,1_added_to_archive,1_replaced_elite,1_num_valid_test_cases,1_num_sim_steps,1_not_confirmed_solvable
198,154,1.0,-1,2197.0,-1,6,1,2197,942,11
199,145,1.0,-1,2198.0,-1,0,1,2198,886,22
200,147,1.0,0.5344318,2200.0,1175.75,1,1,2200,937,17
201,163,1.0,-1,2202.0,-1,3,0,2202,788,11
202,150,1.0,-1,2204.0,-1,3,0,2204,966,9
203,161,1.0,-1,2208.0,-1,3,1,2208,911,8
204,153,1.0,-1,2208.0,-1,0,0,2208,940,19
205,152,1.0,-1,2209.0,-1,3,0,2209,886,21
206,144,1.0,-1,2209.0,-1,1,0,2209,958,19
207,164,1.0,-1,2211.0,-1,3,0,2211,825,8
208,147,0.99999994,-1,2213.0,-1,2,2,2213,903,19
209,152,1.0,-1,2216.0,-1,2,2,2216,898,17
210,153,1.0,-1,2216.0,-1,0,0,2216,847,19
211,149,1.0,-1,2217.0,-1,1,0,2217,926,13
212,155,1.0,-1,2218.0,-1,1,0,2218,878,9
213,145,1.0,-1,2221.0,-1,3,0,2221,828,26
214,148,1.0,-1,2223.0,-1,1,1,2223,907,15
215,143,1.0,-1,2227.0,-1,4,0,2227,953,21
216,147,1.0,-1,2231.0,-1,4,0,2231,924,15
217,156,1.0,-1,2233.0,-1,2,0,2233,851,19
218,152,1.0,-1,2234.0,-1,1,0,2234,916,19
219,148,1.0,-1,2236.0,-1,4,0,2236,896,21
220,149,1.0,0.53436106,2238.0,1195.9,2,1,2238,966,12
221,154,1.0,-1,2239.0,-1,1,0,2239,924,11
222,154,1.0,-1,2242.0,-1,3,0,2242,881,16
223,154,1.0,-1,2243.0,-1,1,0,2243,913,9
224,154,1.0,-1,2245.0,-1,2,0,2245,865,14
225,147,1.0,-1,2247.0,-1,2,0,2247,948,14
226,154,1.0,-1,2248.0,-1,1,0,2248,856,20
227,151,1.0,-1,2252.0,-1,3,1,2252,873,17
228,166,1.0,-1,2253.0,-1,2,0,2253,851,9
229,147,0.99999994,-1,2256.0,-1,2,1,2256,873,25
230,161,1.0,-1,2257.0,-1,1,0,2257,842,15
231,147,1.0,-1,2259.0,-1,1,1,2259,939,15
232,160,1.0,-1,2260.0,-1,0,1,2260,822,15
233,156,1.0,-1,2260.0,-1,0,0,2260,908,14
234,151,1.0,-1,2262.0,-1,1,1,2262,882,16
235,154,1.0,-1,2263.0,-1,2,0,2263,918,13
236,154,1.0,-1,2266.0,-1,1,2,2266,887,17
237,158,0.99999994,-1,2268.0,-1,2,0,2268,959,6
238,148,1.0,-1,2271.0,-1,4,0,2271,914,16
239,164,1.0,-1,2273.0,-1,2,0,2273,848,10
240,161,1.0,0.5344108,2274.0,1215.25,1,0,2274,854,14
241,158,1.0,-1,2276.0,-1,1,2,2276,864,15
242,156,1.0,-1,2276.0,-1,0,0,2276,882,11
243,155,1.0,-1,2277.0,-1,2,0,2277,915,11
244,156,1.0,-1,2279.0,-1,2,0,2279,907,10
245,158,1.0,-1,2280.0,-1,1,0,2280,858,17
246,151,1.0,-1,2281.0,-1,1,1,2281,910,14
247,148,1.0,-1,2284.0,-1,3,1,2284,911,16
248,154,1.0,-1,2284.0,-1,0,0,2284,863,13
249,149,1.0,-1,2286.0,-1,1,1,2286,937,17
250,151,1.0,-1,2291.0,-1,1,4,2291,879,17
251,149,1.0,-1,2292.0,-1,2,0,2292,944,14
252,152,1.0,-1,2298.0,-1,6,0,2298,951,14
253,142,1.0,-1,2298.0,-1,2,0,2298,951,17
254,143,1.0,-1,2301.0,-1,3,0,2301,1038,10
255,152,1.0,-1,2301.0,-1,0,0,2301,897,16
256,153,1.0,-1,2303.0,-1,3,0,2303,861,18
257,154,1.0,-1,2304.0,-1,1,0,2304,944,11
258,151,1.0,-1,2307.0,-1,2,1,2307,811,21
259,148,1.0,-1,2307.0,-1,0,0,2307,951,17
260,163,1.0,0.53567404,2307.0,1235.8,0,0,2307,813,14
261,157,1.0,-1,2309.0,-1,1,1,2309,864,13
262,156,1.0,-1,2312.0,-1,3,0,2312,876,17
263,152,1.0,-1,2314.0,-1,0,2,2314,918,11
264,152,1.0,-1,2318.0,-1,3,1,2318,866,15
265,158,1.0,-1,2321.0,-1,3,0,2321,850,14
266,156,1.0,-1,2325.0,-1,4,0,2325,842,14
267,146,1.0,-1,2325.0,-1,0,0,2325,871,22
268,147,1.0,-1,2329.0,-1,4,0,2329,926,16
269,155,1.0,-1,2333.0,-1,3,1,2333,841,18
270,157,1.0,-1,2337.0,-1,0,4,2337,847,13
271,158,1.0,-1,2340.0,-1,3,0,2340,877,12
272,153,1.0,-1,2343.0,-1,3,0,2343,902,10
273,155,0.99999994,-1,2344.0,-1,1,0,2344,906,13
274,155,0.99999994,-1,2344.0,-1,0,0,2344,893,14
275,151,0.99999994,-1,2344.0,-1,0,0,2344,948,9
276,149,0.99999994,-1,2345.0,-1,1,0,2345,930,10
277,156,0.99999994,-1,2347.0,-1,2,0,2347,898,13
278,166,1.0,-1,2349.0,-1,2,0,2349,783,10
279,155,1.0,-1,2352.0,-1,2,1,2352,889,12
280,161,1.0,0.5351443,2356.0,1260.8,2,2,2356,915,7
281,158,1.0,-1,2356.0,-1,0,0,2356,905,11
282,159,1.0,-1,2358.0,-1,2,0,2358,837,13
283,152,1.0,-1,2359.0,-1,1,0,2359,912,11
284,157,1.0,-1,2359.0,-1,1,0,2359,879,10
285,159,1.0,-1,2361.0,-1,2,0,2361,888,14
286,159,1.0,-1,2364.0,-1,1,2,2364,862,12
287,149,1.0,-1,2366.0,-1,2,0,2366,940,13
288,147,1.0,-1,2366.0,-1,0,0,2366,889,19
289,148,1.0,-1,2366.0,-1,0,0,2366,822,21
290,164,1.0,-1,2366.0,-1,0,0,2366,857,10
291,153,1.0,-1,2369.0,-1,2,2,2369,859,17
292,146,1.0,-1,2369.0,-1,0,0,2369,966,14
293,144,1.0,-1,2370.0,-1,1,0,2370,1041,14
294,152,1.0,-1,2371.0,-1,0,1,2371,851,16
295,154,1.0,-1,2371.0,-1,1,0,2371,853,15
296,158,1.0,-1,2374.0,-1,3,0,2374,891,10
297,149,1.0,-1,2374.0,-1,0,0,2374,893,16
298,160,1.0,-1,2374.0,-1,0,0,2374,804,13
299,160,1.0,-1,2374.0,-1,0,0,2374,890,11
300,157,1.0,0.53492,2374.0,1269.9,0,0,2374,858,9
301,158,1.0,-1,2376.0,-1,0,2,2376,857,12
302,162,1.0,-1,2376.0,-1,0,0,2376,884,6
303,151,1.0,-1,2376.0,-1,0,0,2376,948,9
304,145,1.0,-1,2376.0,-1,0,0,2376,962,15
305,148,1.0,-1,2378.0,-1,3,0,2378,927,14
306,161,1.0,-1,2379.0,-1,0,1,2379,883,8
307,145,1.0,-1,2379.0,-1,0,0,2379,916,18
308,161,1.0,-1,2380.0,-1,1,0,2380,843,14
309,148,1.0,-1,2380.0,-1,0,0,2380,897,19
310,159,0.99999994,-1,2381.0,-1,0,1,2381,837,10
311,152,1.0,-1,2382.0,-1,1,0,2382,876,13
312,156,1.0,-1,2383.0,-1,1,0,2383,836,17
313,158,1.0,-1,2384.0,-1,1,0,2384,864,12
314,163,1.0,-1,2385.0,-1,1,0,2385,843,13
315,143,1.0,-1,2385.0,-1,0,0,2385,972,13
316,161,1.0,-1,2385.0,-1,0,0,2385,862,12
317,164,1.0,-1,2385.0,-1,0,0,2385,826,12
318,148,1.0,-1,2386.0,-1,1,0,2386,915,13
319,159,1.0,-1,2387.0,-1,0,1,2387,843,13
320,153,1.0,0.5353163,2387.0,1277.7999,0,0,2387,981,9
321,158,1.0,-1,2387.0,-1,0,0,2387,824,15
322,165,1.0,-1,2388.0,-1,1,0,2388,836,7
323,150,1.0,-1,2388.0,-1,0,0,2388,836,19
324,164,1.0,-1,2388.0,-1,0,0,2388,855,9
325,156,1.0,-1,2388.0,-1,1,0,2388,834,17
326,160,1.0,-1,2388.0,-1,0,0,2388,872,14
327,160,1.0,-1,2390.0,-1,1,1,2390,872,7
328,162,1.0,-1,2390.0,-1,0,0,2390,781,18
329,156,1.0,-1,2391.0,-1,0,1,2391,876,11
330,150,1.0,-1,2393.0,-1,2,0,2393,849,23
331,159,1.0,-1,2393.0,-1,0,0,2393,914,9
332,149,1.0,-1,2394.0,-1,2,0,2394,881,15
333,153,1.0,-1,2394.0,-1,0,0,2394,852,17
334,155,1.0,-1,2395.0,-1,0,1,2395,904,8
335,152,1.0,-1,2396.0,-1,0,1,2396,941,11
336,155,1.0,-1,2397.0,-1,1,0,2397,827,20
337,150,1.0,-1,2399.0,-1,1,1,2399,901,15
338,148,1.0,-1,2399.0,-1,0,0,2399,926,15
339,152,1.0,-1,2399.0,-1,0,0,2399,891,14
340,163,1.0,0.5350979,2399.0,1283.7,0,0,2399,798,16
341,153,1.0,-1,2399.0,-1,1,0,2399,925,15
342,154,1.0,-1,2400.0,-1,1,0,2400,921,11
343,158,1.0,-1,2400.0,-1,0,0,2400,898,11
344,158,1.0,-1,2400.0,-1,1,0,2400,832,16
345,151,1.0,-1,2401.0,-1,1,0,2401,857,18
346,148,1.0,-1,2404.0,-1,3,0,2404,940,13
347,144,1.0,-1,2404.0,-1,0,0,2404,929,20
348,161,1.0,-1,2404.0,-1,0,0,2404,835,11
349,157,1.0,-1,2404.0,-1,0,0,2404,886,14
350,153,1.0,-1,2406.0,-1,0,2,2406,909,14
351,148,1.0,-1,2406.0,-1,0,0,2406,927,14
352,164,1.0,-1,2406.0,-1,0,0,2406,835,14
353,146,0.99999994,-1,2407.0,-1,1,0,2407,901,22
354,156,0.99999994,-1,2407.0,-1,0,0,2407,822,15
355,153,1.0,-1,2408.0,-1,0,1,2408,859,15
356,156,1.0,-1,2409.0,-1,0,1,2409,820,17
357,157,1.0,-1,2409.0,-1,0,0,2409,893,8
358,151,1.0,-1,2410.0,-1,0,1,2410,855,17
359,156,1.0,-1,2410.0,-1,1,0,2410,849,12
360,158,1.0,0.5355394,2410.0,1290.6499,0,0,2410,848,11
361,155,0.99999994,-1,2411.0,-1,1,0,2411,891,13
362,152,1.0,-1,2412.0,-1,1,0,2412,993,12
363,154,1.0,-1,2412.0,-1,1,0,2412,864,17
364,158,1.0,-1,2412.0,-1,0,0,2412,919,8
365,153,1.0,-1,2412.0,-1,0,0,2412,898,13
366,152,1.0,-1,2412.0,-1,0,0,2412,943,13
367,153,1.0,-1,2413.0,-1,2,1,2413,925,10
368,154,1.0,-1,2413.0,-1,0,0,2413,856,15
369,147,1.0,-1,2413.0,-1,0,0,2413,893,17
370,154,1.0,-1,2413.0,-1,0,0,2413,896,17
371,157,1.0,-1,2413.0,-1,0,0,2413,860,12
372,145,1.0,-1,2413.0,-1,0,0,2413,948,11
373,143,1.0,-1,2413.0,-1,0,0,2413,952,15
374,158,1.0,-1,2414.0,-1,2,0,2414,823,13
375,152,1.0,-1,2414.0,-1,0,0,2414,951,13
376,157,1.0,-1,2414.0,-1,0,0,2414,884,11
377,149,1.0,-1,2414.0,-1,0,0,2414,911,13
378,149,1.0,-1,2414.0,-1,0,0,2414,966,9
379,162,1.0,-1,2415.0,-1,1,0,2415,908,7
380,144,1.0,0.5356108,2415.0,1293.5,0,0,2415,1006,10
381,147,1.0,-1,2415.0,-1,1,0,2415,880,19
382,154,1.0,-1,2416.0,-1,0,1,2416,933,10
383,158,1.0,-1,2416.0,-1,0,0,2416,840,10
384,159,1.0,-1,2416.0,-1,0,0,2416,854,9
385,159,1.0,-1,2416.0,-1,0,0,2416,831,14
386,151,1.0,-1,2417.0,-1,1,1,2417,884,15
387,138,1.0,-1,2417.0,-1,0,0,2417,1027,15
388,161,1.0,-1,2417.0,-1,0,0,2417,851,5
389,149,1.0,-1,2417.0,-1,0,0,2417,950,16
390,169,1.0,-1,2418.0,-1,0,1,2418,787,8
391,154,1.0,-1,2418.0,-1,0,0,2418,907,12
392,156,1.0,-1,2418.0,-1,0,0,2418,877,10
393,144,1.0,-1,2418.0,-1,0,0,2418,964,16
394,146,1.0,-1,2418.0,-1,0,0,2418,855,20
395,155,1.0,-1,2418.0,-1,0,0,2418,952,10
396,158,1.0,-1,2418.0,-1,0,0,2418,846,17
397,144,1.0,-1,2418.0,-1,0,0,2418,974,16
398,149,0.99999994,-1,2419.0,-1,1,0,2419,940,14
399,159,0.99999994,-1,2419.0,-1,0,0,2419,911,6
400,150,1.0,0.5356198,2420.0,1296.2,1,0,2420,862,18
401,164,1.0,-1,2420.0,-1,0,0,2420,850,8
402,147,1.0,-1,2420.0,-1,0,0,2420,909,16
403,158,1.0,-1,2421.0,-1,1,0,2421,834,9
404,150,1.0,-1,2421.0,-1,0,0,2421,912,11
405,147,1.0,-1,2421.0,-1,0,0,2421,868,20
406,140,1.0,-1,2422.0,-1,1,0,2422,1031,13
407,151,1.0,-1,2423.0,-1,1,0,2423,950,9
408,159,1.0,-1,2424.0,-1,1,0,2424,841,12
409,157,1.0,-1,2424.0,-1,0,0,2424,853,18
410,155,1.0,-1,2424.0,-1,0,0,2424,883,12
411,162,1.0,-1,2424.0,-1,0,0,2424,839,12
412,156,1.0,-1,2424.0,-1,0,0,2424,875,9
413,152,1.0,-1,2425.0,-1,1,0,2425,948,9
414,153,1.0,-1,2425.0,-1,0,0,2425,865,19
415,151,1.0,-1,2425.0,-1,0,0,2425,954,13
416,156,1.0,-1,2425.0,-1,0,0,2425,858,10
417,160,1.0,-1,2425.0,-1,0,0,2425,890,10
418,161,1.0,-1,2425.0,-1,0,0,2425,857,10
419,149,1.0,-1,2425.0,-1,0,0,2425,908,20
420,148,1.0,0.5355051,2425.0,1298.6,0,0,2425,974,14
421,153,1.0,-1,2425.0,-1,0,0,2425,1010,11
422,153,1.0,-1,2426.0,-1,1,0,2426,889,14
423,162,1.0,-1,2426.0,-1,0,0,2426,834,11
424,149,1.0,-1,2428.0,-1,2,0,2428,908,19
425,159,1.0,-1,2428.0,-1,0,0,2428,854,13
426,151,1.0,-1,2428.0,-1,0,0,2428,894,16
427,137,1.0,-1,2428.0,-1,1,0,2428,979,19
428,154,1.0,-1,2428.0,-1,0,0,2428,917,12
429,156,1.0,-1,2428.0,-1,0,0,2428,835,15
430,156,1.0,-1,2428.0,-1,1,0,2428,834,18
431,155,1.0,-1,2428.0,-1,0,0,2428,914,8
432,142,1.0,-1,2428.0,-1,0,0,2428,944,18
433,167,1.0,-1,2428.0,-1,0,0,2428,857,9
434,145,1.0,-1,2429.0,-1,1,0,2429,1020,10
435,151,1.0,-1,2429.0,-1,0,0,2429,946,11
436,152,1.0,-1,2429.0,-1,0,0,2429,867,15
437,152,1.0,-1,2430.0,-1,1,0,2430,892,17
438,155,1.0,-1,2430.0,-1,0,0,2430,892,15
439,155,1.0,-1,2430.0,-1,0,0,2430,860,13
440,148,1.0,0.5356584,2430.0,1301.65,0,0,2430,957,15
441,153,1.0,-1,2430.0,-1,0,0,2430,860,19
442,160,1.0,-1,2430.0,-1,0,0,2430,824,12
443,147,1.0,-1,2432.0,-1,1,1,2432,915,12
444,144,1.0,-1,2432.0,-1,0,0,2432,842,23
445,159,1.0,-1,2432.0,-1,0,0,2432,801,14
446,151,1.0,-1,2432.0,-1,0,0,2432,856,19
447,157,1.0,-1,2432.0,-1,0,0,2432,896,8
448,150,1.0,-1,2432.0,-1,0,0,2432,869,20
449,166,1.0,-1,2432.0,-1,0,0,2432,802,11
450,165,1.0,-1,2432.0,-1,1,0,2432,811,10
451,157,1.0,-1,2432.0,-1,0,0,2432,823,13
452,153,1.0,-1,2432.0,-1,0,0,2432,864,16
