generation,single-policy_found_failures,single-policy_mean_tcp_score,single-policy_mean_failure_rate,single-policy_qd_tcp_score,single-policy_qd_failure_rate,single-policy_added_to_archive,single-policy_replaced_elite,single-policy_num_valid_test_cases,single-policy_num_sim_steps,single-policy_not_confirmed_solvable,multi-policy_found_failures,multi-policy_mean_tcp_score,multi-policy_mean_failure_rate,multi-policy_qd_tcp_score,multi-policy_qd_failure_rate,multi-policy_added_to_archive,multi-policy_replaced_elite,multi-policy_num_valid_test_cases,multi-policy_num_sim_steps,multi-policy_not_confirmed_solvable
50,124,1.0,-1,1130.0,-1,18,7,1130,1271,46,154,0.85610616,-1,1053.8667,-1,18,24,1231,18992,46
51,127,1.0,-1,1151.0,-1,23,11,1151,1180,58,142,0.8581198,-1,1070.9335,-1,23,16,1248,18184,58
52,121,1.0,-1,1164.0,-1,15,6,1164,1166,64,136,0.8583599,-1,1081.5334,-1,15,11,1260,17957,64
53,138,1.0,-1,1174.0,-1,6,7,1174,1235,42,158,0.859271,-1,1092.1334,-1,6,22,1271,18498,42
54,131,1.0,-1,1188.0,-1,16,6,1188,1133,56,144,0.86098975,-1,1102.0669,-1,16,16,1280,18180,56
55,118,1.0,-1,1205.0,-1,21,9,1205,1219,60,140,0.8605081,-1,1117.8,-1,21,13,1299,18397,60
56,135,1.0,-1,1220.0,-1,12,6,1220,1170,51,149,0.8611831,-1,1130.7334,-1,12,14,1313,18543,51
57,121,1.0,-1,1235.0,-1,15,8,1235,1216,57,143,0.8628961,-1,1144.2002,-1,15,19,1326,18180,57
58,124,1.0,-1,1249.0,-1,9,9,1249,1147,62,138,0.8654184,-1,1155.3335,-1,9,19,1335,17918,62
59,137,1.0,-1,1271.0,-1,17,11,1271,1215,49,151,0.8650431,-1,1172.1334,-1,17,14,1355,18637,49
60,138,1.0,-1,1285.0,-1,10,6,1285,1256,43,157,0.8660828,-1,1186.5334,-1,10,22,1370,18847,43
61,119,1.0,-1,1301.0,-1,13,12,1301,1210,67,133,0.8666667,-1,1197.7334,-1,13,20,1382,18351,67
62,139,1.0,-1,1314.0,-1,11,8,1314,1201,42,158,0.8671917,-1,1211.4668,-1,11,18,1397,18652,42
63,123,1.0,-1,1321.0,-1,11,4,1321,1216,53,147,0.8678072,-1,1217.5334,-1,11,18,1403,18466,53
64,124,1.0,-1,1333.0,-1,9,8,1333,1225,60,140,0.86798596,-1,1228.2002,-1,9,17,1415,18458,60
65,120,1.0,-1,1343.0,-1,11,5,1343,1232,53,147,0.86816496,-1,1236.2668,-1,11,12,1424,18534,53
66,123,1.0,-1,1356.0,-1,12,5,1356,1207,56,144,0.868104,-1,1248.3335,-1,12,13,1438,18163,56
67,126,1.0,-1,1366.0,-1,4,7,1366,1226,50,149,0.8688736,-1,1259.8667,-1,4,17,1450,18186,50
68,119,1.0,-1,1384.0,-1,14,9,1384,1204,61,139,0.86807644,-1,1272.6001,-1,14,12,1466,18210,61
69,130,1.0,-1,1393.0,-1,5,5,1393,1195,48,152,0.86906385,-1,1281.0001,-1,5,16,1474,18158,48
70,123,1.0,-1,1403.0,-1,10,6,1403,1189,60,140,0.8698585,-1,1290.0001,-1,10,13,1483,18091,60
71,127,1.0,-1,1414.0,-1,10,5,1414,1214,51,149,0.870321,-1,1302.0001,-1,10,16,1496,18432,51
72,128,1.0,-1,1422.0,-1,10,3,1422,1190,53,147,0.87087774,-1,1309.8002,-1,10,12,1504,18135,53
73,126,1.0,-1,1434.0,-1,16,5,1434,1220,54,146,0.8717746,-1,1319.8667,-1,16,11,1514,18143,54
74,132,1.0,-1,1443.0,-1,6,7,1443,1203,52,148,0.8726278,-1,1327.2668,-1,6,12,1521,18533,52
75,127,1.0,-1,1452.0,-1,11,3,1452,1222,54,146,0.873721,-1,1337.6669,-1,11,16,1531,18232,54
76,131,1.0,-1,1468.0,-1,12,8,1468,1197,49,151,0.8742131,-1,1351.5334,-1,12,19,1546,18683,49
77,126,1.0,-1,1477.0,-1,6,6,1477,1207,57,143,0.8751609,-1,1360.0,-1,6,20,1554,18217,57
78,130,0.99999994,-1,1482.0,-1,9,4,1482,1223,48,152,0.8763739,-1,1366.2668,-1,9,14,1559,18555,48
79,136,1.0,-1,1489.0,-1,6,4,1489,1190,46,154,0.8763668,-1,1373.2668,-1,6,11,1567,18208,46
80,128,1.0,-1,1499.0,-1,12,2,1499,1218,54,146,0.8765105,-1,1383.1335,-1,12,10,1578,18276,54
81,121,1.0,-1,1513.0,-1,15,3,1513,1186,57,143,0.87729657,-1,1397.5334,-1,15,14,1593,17998,57
82,128,1.0,-1,1526.0,-1,13,5,1526,1174,56,144,0.8786633,-1,1411.1333,-1,13,17,1606,18310,56
83,132,1.0,-1,1533.0,-1,4,5,1533,1186,51,149,0.879578,-1,1417.0001,-1,4,10,1611,18267,51
84,123,1.0,-1,1538.0,-1,11,1,1538,1182,55,145,0.8798929,-1,1423.6667,-1,11,13,1618,18093,55
85,119,1.0,-1,1554.0,-1,13,4,1554,1233,61,139,0.8799592,-1,1438.7334,-1,13,14,1635,18268,61
86,122,1.0,-1,1560.0,-1,5,3,1560,1202,60,140,0.88018686,-1,1445.2667,-1,5,10,1642,18318,60
87,123,1.0,-1,1572.0,-1,7,9,1572,1179,67,133,0.88028294,-1,1452.4668,-1,7,13,1650,18131,67
88,112,0.99999994,-1,1583.0,-1,8,5,1583,1166,68,132,0.8802574,-1,1459.4668,-1,8,7,1658,18134,68
89,118,1.0,-1,1593.0,-1,7,4,1593,1260,57,143,0.88031214,-1,1466.6001,-1,7,9,1666,18575,57
90,120,1.0,-1,1600.0,-1,6,4,1600,1187,63,137,0.8811404,-1,1473.2668,-1,6,13,1672,18122,63
91,133,1.0,-1,1611.0,-1,6,6,1611,1195,53,147,0.8815478,-1,1481.0002,-1,6,13,1680,18096,53
92,118,1.0,-1,1617.0,-1,9,3,1617,1218,60,140,0.88177156,-1,1486.6669,-1,9,13,1686,18124,60
93,124,1.0,-1,1625.0,-1,8,4,1625,1168,61,139,0.8821148,-1,1496.0668,-1,8,10,1696,18284,61
94,133,1.0,-1,1634.0,-1,11,3,1634,1183,54,146,0.88269806,-1,1505.0001,-1,11,13,1705,18182,54
95,124,1.0,-1,1640.0,-1,4,6,1640,1200,60,140,0.88324565,-1,1509.4668,-1,4,15,1709,18397,60
96,115,1.0,-1,1648.0,-1,7,5,1648,1193,60,140,0.88390607,-1,1517.6667,-1,7,13,1717,18174,60
97,123,1.0,-1,1655.0,-1,9,2,1655,1184,61,139,0.88394207,-1,1524.8002,-1,9,13,1725,18312,61
98,124,1.0,-1,1668.0,-1,6,9,1668,1164,62,138,0.8846879,-1,1534.9335,-1,6,15,1735,18074,62
99,118,1.0,-1,1676.0,-1,8,4,1676,1226,62,138,0.8854849,-1,1543.4001,-1,8,13,1743,18263,62
100,115,1.0,0.8648753,1684.0,1456.45,7,6,1684,1197,68,132,0.8847794,0.90136987,1550.1335,1579.2,7,10,1752,18147,68
101,128,1.0,-1,1694.0,-1,7,5,1694,1151,57,143,0.885406,-1,1559.2001,-1,7,11,1761,17795,57
102,116,1.0,-1,1704.0,-1,9,6,1704,1200,64,136,0.8861128,-1,1567.5334,-1,9,12,1769,18135,64
103,124,1.0,-1,1713.0,-1,7,7,1713,1187,58,142,0.88643783,-1,1575.2001,-1,7,14,1777,18172,58
104,130,1.0,-1,1718.0,-1,4,3,1718,1164,57,143,0.88701844,-1,1580.6667,-1,4,14,1782,18208,57
105,137,0.99999994,-1,1725.0,-1,2,6,1725,1168,51,149,0.88717383,-1,1586.2668,-1,2,13,1788,18598,51
106,122,1.0,-1,1730.0,-1,7,1,1730,1150,62,138,0.8881577,-1,1592.4668,-1,7,14,1793,17802,62
107,116,1.0,-1,1735.0,-1,6,3,1735,1185,68,132,0.88861704,-1,1597.7335,-1,6,12,1798,18098,68
108,127,1.0,-1,1742.0,-1,4,6,1742,1162,60,139,0.8891353,-1,1604.0001,-1,4,15,1804,18379,60
109,123,1.0,-1,1756.0,-1,10,6,1756,1192,63,136,0.88956046,-1,1619.0,-1,10,16,1820,18343,63
110,130,1.0,-1,1769.0,-1,12,3,1769,1183,51,149,0.88999283,-1,1630.4668,-1,12,11,1832,18442,51
111,126,1.0,-1,1776.0,-1,12,2,1776,1190,54,146,0.8900618,-1,1635.9336,-1,12,7,1838,17880,54
112,129,1.0,-1,1787.0,-1,10,8,1787,1200,53,147,0.89082706,-1,1644.4668,-1,10,16,1846,18305,53
113,135,0.99999994,-1,1791.0,-1,4,3,1791,1210,50,150,0.891122,-1,1649.4668,-1,4,9,1851,18072,50
114,125,0.99999994,-1,1798.0,-1,4,5,1798,1192,55,145,0.8915905,-1,1657.4668,-1,4,14,1859,18192,55
115,125,1.0,-1,1805.0,-1,4,6,1805,1243,51,149,0.89205503,-1,1665.4668,-1,4,18,1867,18507,51
116,131,1.0,-1,1807.0,-1,4,2,1807,1191,50,150,0.89182264,-1,1668.6001,-1,4,6,1871,18266,50
117,128,1.0,-1,1814.0,-1,7,4,1814,1179,54,146,0.8925512,-1,1673.5334,-1,7,11,1875,18184,54
118,123,1.0,-1,1823.0,-1,7,4,1823,1228,57,143,0.89288765,-1,1682.2002,-1,7,12,1884,18307,57
119,126,0.99999994,-1,1834.0,-1,7,5,1834,1179,56,144,0.89303076,-1,1691.4001,-1,7,11,1894,18162,56
120,129,0.99999994,-1,1840.0,-1,3,5,1840,1224,51,149,0.8930877,-1,1696.8667,-1,3,6,1900,18020,51
121,114,1.0,-1,1848.0,-1,5,5,1848,1197,65,135,0.8933543,-1,1702.7334,-1,5,9,1906,17991,65
122,125,0.99999994,-1,1854.0,-1,5,5,1854,1146,56,144,0.8937032,-1,1707.8668,-1,5,13,1911,17909,56
123,120,1.0,-1,1860.0,-1,4,5,1860,1195,62,138,0.8936185,-1,1713.0668,-1,4,9,1917,18224,62
124,128,0.99999994,-1,1866.0,-1,0,6,1866,1202,49,151,0.894132,-1,1716.7334,-1,0,15,1920,18093,49
125,133,1.0,-1,1870.0,-1,3,3,1870,1234,48,152,0.89451975,-1,1719.2668,-1,3,8,1922,18698,48
126,118,1.0,-1,1875.0,-1,5,4,1875,1174,66,134,0.89455116,-1,1723.8,-1,5,8,1927,17937,66
127,110,1.0,-1,1879.0,-1,5,2,1879,1191,73,127,0.8948188,-1,1727.0001,-1,5,12,1930,17902,73
128,146,1.0,-1,1885.0,-1,2,4,1885,1168,40,160,0.8952086,-1,1731.3335,-1,2,10,1934,18360,40
129,113,1.0,-1,1888.0,-1,1,3,1888,1233,68,132,0.8956463,-1,1734.8668,-1,1,13,1937,18059,68
130,121,1.0,-1,1892.0,-1,4,3,1892,1228,60,140,0.89613605,-1,1739.4001,-1,4,6,1941,17903,60
131,122,1.0,-1,1897.0,-1,7,2,1897,1218,57,143,0.89691687,-1,1745.4001,-1,7,13,1946,18109,57
132,136,0.99999994,-1,1906.0,-1,3,6,1906,1172,49,151,0.8966719,-1,1751.2002,-1,3,10,1953,18193,49
133,125,1.0,-1,1911.0,-1,4,3,1911,1180,56,144,0.8966821,-1,1756.6001,-1,4,8,1959,18320,56
134,122,0.99999994,-1,1913.0,-1,5,1,1913,1179,67,133,0.89684,-1,1759.6001,-1,5,6,1962,17981,67
135,118,0.99999994,-1,1919.0,-1,3,3,1919,1204,60,140,0.8970529,-1,1765.4001,-1,3,8,1968,18100,60
136,132,1.0,-1,1920.0,-1,2,1,1920,1183,52,148,0.89722514,-1,1767.5334,-1,2,6,1970,18130,52
137,137,0.99999994,-1,1925.0,-1,2,4,1925,1183,50,150,0.89733475,-1,1773.1334,-1,2,9,1976,18266,50
138,127,1.0,-1,1929.0,-1,4,2,1929,1209,56,144,0.8973065,-1,1776.6667,-1,4,5,1980,18203,56
139,117,1.0,-1,1931.0,-1,4,1,1931,1186,69,131,0.89794827,-1,1779.7335,-1,4,8,1982,17983,69
140,130,0.99999994,-1,1935.0,-1,1,3,1935,1139,57,143,0.8981697,-1,1782.8668,-1,1,9,1985,17753,57
141,122,1.0,-1,1940.0,-1,5,2,1940,1133,70,130,0.89819103,-1,1787.4001,-1,5,6,1990,17812,70
142,125,0.99999994,-1,1947.0,-1,2,6,1947,1201,58,142,0.8976335,-1,1795.2668,-1,2,10,2000,18284,58
143,118,0.99999994,-1,1950.0,-1,3,3,1950,1174,65,135,0.8976869,-1,1798.0669,-1,3,9,2003,18073,65
144,131,1.0,-1,1957.0,-1,1,6,1957,1145,60,140,0.89810765,-1,1803.4001,-1,1,12,2008,17647,60
145,123,1.0,-1,1961.0,-1,2,3,1961,1128,64,136,0.8983102,-1,1807.4001,-1,2,10,2012,18007,64
146,122,1.0,-1,1964.0,-1,0,3,1964,1185,69,131,0.8983624,-1,1810.2002,-1,0,7,2015,18316,69
147,125,0.99999994,-1,1968.0,-1,3,2,1968,1179,59,141,0.898779,-1,1815.5334,-1,3,11,2020,18179,59
148,117,1.0,-1,1972.0,-1,6,0,1972,1180,64,136,0.89889723,-1,1820.2668,-1,6,12,2025,17874,64
149,136,1.0,-1,1975.0,-1,3,1,1975,1198,49,151,0.8990637,-1,1824.2002,-1,3,9,2029,17859,49
150,122,1.0,-1,1975.0,-1,1,0,1975,1111,70,130,0.8991294,-1,1824.3335,-1,1,2,2029,17730,70
151,126,1.0,-1,1980.0,-1,5,2,1980,1215,58,142,0.8990496,-1,1828.6667,-1,5,3,2034,18510,58
152,134,1.0,-1,1984.0,-1,1,4,1984,1204,53,147,0.89944345,-1,1831.2668,-1,1,9,2036,18067,53
153,116,1.0,-1,1985.0,-1,1,1,1985,1145,66,134,0.89988554,-1,1833.0669,-1,1,8,2037,17590,66
154,127,1.0,-1,1989.0,-1,2,4,1989,1203,52,148,0.8999021,-1,1835.8002,-1,2,7,2040,18323,52
155,128,1.0,-1,1993.0,-1,2,4,1993,1132,59,141,0.90004903,-1,1838.8002,-1,2,10,2043,18025,59
156,124,1.0,-1,1995.0,-1,2,1,1995,1241,55,145,0.9001141,-1,1840.7334,-1,2,3,2045,18606,55
157,119,1.0,-1,1998.0,-1,2,1,1998,1239,61,139,0.89998376,-1,1844.0668,-1,2,5,2049,18166,61
158,129,1.0,-1,2002.0,-1,1,4,2002,1203,55,145,0.9005855,-1,1846.2002,-1,1,9,2050,18229,55
159,127,1.0,-1,2004.0,-1,2,2,2004,1190,60,140,0.9007798,-1,1848.4001,-1,2,7,2052,18103,60
160,128,1.0,-1,2007.0,-1,2,3,2007,1205,52,148,0.90120107,-1,1851.0669,-1,2,6,2054,18376,52
161,125,0.99999994,-1,2011.0,-1,4,4,2011,1204,61,139,0.9011819,-1,1855.5336,-1,4,7,2059,18247,61
162,131,1.0,-1,2018.0,-1,6,2,2018,1169,55,145,0.9011618,-1,1861.8002,-1,6,9,2066,18014,55
163,123,0.99999994,-1,2022.0,-1,5,3,2022,1217,53,147,0.9007558,-1,1867.2668,-1,5,7,2073,18417,53
164,135,1.0,-1,2025.0,-1,2,2,2025,1171,48,152,0.9008186,-1,1871.0002,-1,2,6,2077,17881,48
165,120,1.0,-1,2025.0,-1,3,0,2025,1201,62,138,0.9011716,-1,1871.7335,-1,3,7,2077,18260,62
166,129,1.0,-1,2027.0,-1,0,2,2027,1180,57,143,0.90158737,-1,1874.4001,-1,0,10,2079,18151,57
167,126,1.0,-1,2029.0,-1,1,1,2029,1190,57,143,0.9014883,-1,1877.8,-1,1,6,2083,18204,57
168,118,1.0,-1,2034.0,-1,0,5,2034,1184,62,138,0.9020304,-1,1880.7334,-1,0,11,2085,18221,62
169,131,1.0,-1,2038.0,-1,3,2,2038,1175,57,143,0.90221804,-1,1884.7335,-1,3,9,2089,17893,57
170,127,0.99999994,-1,2041.0,-1,3,2,2041,1137,60,140,0.9025176,-1,1888.0669,-1,3,9,2092,17746,60
171,138,1.0,-1,2046.0,-1,1,4,2046,1175,46,154,0.90264004,-1,1891.9335,-1,1,11,2096,18175,46
172,130,1.0,-1,2054.0,-1,3,6,2054,1227,53,147,0.90282273,-1,1897.7334,-1,3,12,2102,18167,53
173,133,1.0,-1,2057.0,-1,3,2,2057,1201,48,152,0.9030247,-1,1900.867,-1,3,10,2105,18464,48
174,129,1.0,-1,2058.0,-1,1,1,2058,1213,51,149,0.90329224,-1,1902.3335,-1,1,6,2106,18036,51
175,129,1.0,-1,2060.0,-1,2,1,2060,1115,62,138,0.90351045,-1,1904.6001,-1,2,6,2108,17558,62
176,125,1.0,-1,2064.0,-1,5,3,2064,1171,61,139,0.90372485,-1,1908.6669,-1,5,7,2112,17969,61
177,130,1.0,-1,2065.0,-1,2,1,2065,1240,51,149,0.90381587,-1,1910.6667,-1,2,7,2114,18482,51
178,122,1.0,-1,2068.0,-1,2,3,2068,1187,67,133,0.9036198,-1,1913.8668,-1,2,6,2118,17874,67
179,129,1.0,-1,2073.0,-1,3,2,2073,1215,49,151,0.90408427,-1,1918.4668,-1,3,9,2122,18262,49
180,124,1.0,-1,2075.0,-1,1,2,2075,1214,66,134,0.9043807,-1,1920.0002,-1,1,5,2123,18033,66
181,111,1.0,-1,2075.0,-1,2,0,2075,1180,69,131,0.9043629,-1,1920.8668,-1,2,3,2124,17924,69
182,123,1.0,-1,2080.0,-1,0,5,2080,1163,67,133,0.9044801,-1,1924.7336,-1,0,10,2128,18064,67
183,116,1.0,-1,2084.0,-1,3,3,2084,1225,64,136,0.9045654,-1,1928.5334,-1,3,6,2132,18213,64
184,126,1.0,-1,2087.0,-1,1,2,2087,1149,59,141,0.9046683,-1,1931.4668,-1,1,9,2135,17700,59
185,135,1.0,-1,2092.0,-1,0,5,2092,1175,53,147,0.9049222,-1,1936.5334,-1,0,9,2140,17814,53
186,131,1.0,-1,2092.0,-1,1,0,2092,1147,58,142,0.9053272,-1,1937.4001,-1,1,5,2140,18233,58
187,120,1.0,-1,2094.0,-1,1,1,2094,1152,66,134,0.90543365,-1,1938.5334,-1,1,2,2141,17984,66
188,118,1.0,-1,2094.0,-1,2,0,2094,1193,62,138,0.9054156,-1,1939.4001,-1,2,3,2142,18077,62
189,126,1.0,-1,2098.0,-1,0,4,2098,1204,57,143,0.90561,-1,1942.5334,-1,0,8,2145,18117,57
190,119,1.0,-1,2103.0,-1,1,4,2103,1202,62,138,0.9056744,-1,1947.2,-1,1,8,2150,18230,62
191,116,1.0,-1,2107.0,-1,2,4,2107,1174,67,133,0.9060353,-1,1951.6001,-1,2,9,2154,17553,67
192,132,1.0,-1,2109.0,-1,3,1,2109,1200,55,144,0.90602976,-1,1953.4001,-1,3,5,2156,18359,55
193,114,1.0,-1,2109.0,-1,0,0,2109,1229,63,136,0.9062153,-1,1953.8002,-1,0,4,2156,18232,63
194,128,1.0,-1,2110.0,-1,2,1,2110,1172,62,138,0.9063206,-1,1954.9335,-1,2,4,2157,18025,62
195,129,1.0,-1,2115.0,-1,1,4,2115,1230,54,146,0.9065557,-1,1959.0669,-1,1,7,2161,18008,54
196,133,1.0,-1,2117.0,-1,1,2,2117,1113,58,142,0.9070306,-1,1961.0001,-1,1,9,2162,17738,58
197,125,1.0,-1,2121.0,-1,3,2,2121,1199,55,145,0.90707916,-1,1964.7334,-1,3,5,2166,18104,55
198,131,1.0,-1,2124.0,-1,1,3,2124,1101,63,137,0.90744853,-1,1965.5334,-1,1,6,2166,17657,63
199,126,1.0,-1,2126.0,-1,1,1,2126,1186,64,136,0.9074536,-1,1968.2668,-1,1,7,2169,17898,64
200,125,1.0,0.8676292,2130.0,1848.05,1,3,2130,1153,61,139,0.90812224,0.91549975,1971.5334,1987.55,1,8,2171,17848,61
201,130,1.0,-1,2136.0,-1,4,3,2136,1152,60,140,0.90794677,-1,1976.6001,-1,4,4,2177,18148,60
202,115,1.0,-1,2138.0,-1,2,2,2138,1168,69,131,0.9082645,-1,1978.2001,-1,2,10,2178,17900,69
203,133,1.0,-1,2139.0,-1,2,0,2139,1145,57,143,0.9083678,-1,1979.3335,-1,2,4,2179,17800,57
204,133,1.0,-1,2141.0,-1,0,2,2141,1224,51,149,0.9084824,-1,1981.4001,-1,0,7,2181,18321,51
205,114,1.0,-1,2142.0,-1,3,0,2142,1232,61,139,0.90886045,-1,1983.1335,-1,3,9,2182,18191,61
206,126,1.0,-1,2145.0,-1,2,1,2145,1140,62,138,0.90913814,-1,1986.4668,-1,2,8,2185,17863,62
207,133,1.0,-1,2147.0,-1,0,2,2147,1130,60,140,0.9093127,-1,1988.6669,-1,0,5,2187,18153,60
208,127,1.0,-1,2149.0,-1,1,2,2149,1168,59,141,0.9093651,-1,1990.6002,-1,1,3,2189,17924,59
209,135,1.0,-1,2152.0,-1,0,3,2152,1157,48,152,0.9095086,-1,1992.7334,-1,0,6,2191,17786,48
210,132,1.0,-1,2154.0,-1,1,2,2154,1154,57,143,0.9096108,-1,1993.867,-1,1,4,2192,17985,57
211,127,1.0,-1,2157.0,-1,0,3,2157,1147,56,144,0.9098862,-1,1997.2002,-1,0,10,2195,17678,56
212,116,1.0,-1,2159.0,-1,1,1,2159,1186,64,136,0.9100592,-1,1999.4001,-1,1,8,2197,18007,64
213,131,1.0,-1,2160.0,-1,0,1,2160,1143,55,145,0.9100698,-1,2000.3335,-1,0,2,2198,18062,55
214,130,1.0,-1,2163.0,-1,0,3,2163,1173,57,143,0.9099804,-1,2002.867,-1,0,5,2201,18278,57
215,137,1.0,-1,2166.0,-1,3,1,2166,1212,46,154,0.91008323,-1,2006.7335,-1,3,7,2205,18174,46
